Additional Features,Antivirus,Backlit Keyboard,Battery Backup,Battery Cell,Bluetooth,Brand,Brightness,Cache,Certification,Chipset,Clock Speed,Color,Color Gamut,Covered in Warranty,Dedicated Graphic Memory Capacity,Dedicated Graphic Memory Type,Dimensions,Disk Drive,Dock Port,Domestic Warranty,EMMC Storage Capacity,Ethernet,Expandable Memory,Expandable SSD Capacity,Face Recognition,Finger Print Sensor,Firewire Port,Graphic Processor,HDD Capacity,HDMI Port,Hardware Interface,Inbuilt 4G LTE,Included Software,Internal Mic,International Warranty,Keyboard,Laptop Bag,Lock Port,MS Office Provided,Memory Slots,Mic In,Model Name,Model Number,Multi Card Slot,NFC Support,Not Covered in Warranty,Number of Cores,OS Architecture,Operating System,Optane Memory,Other Accessories,Part Number,Pointer Device,Power Supply,Price,Processor Brand,Processor Generation,Processor Name,Processor Variant,RAM,RAM Frequency,RAM Type,RJ11,RJ45,RPM,Read/Write Speed,Recovery Options,Refresh Rate,S-video,SSD,SSD Capacity,Sales Package,Screen Resolution,Screen Size,Screen Type,Security Chip,Series,Sound Chip,Sound Properties,Speakers,Storage Type,Stylus Included,Suitable For,Supported Operating System,System Architecture,TGP,Touchscreen,Type,USB Port,VGA Port,Warranty Service Type,Warranty Summary,Web Camera,Weight,Wireless LAN,Wireless WAN
52.6 Watt Hour Lithium polymer Battery,,Yes,Upto 18 Hours,,v5.0,Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,,,,,,Space Grey,,Manufacturing Defects,,,304.1 x 215.0 x 11.3 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",Three-mic array with directional beamforming,,Backlit Magic Keyboard,,,No,,Yes,MacBook Air,MLXW3HN/A,,,Physical Damage,8,,Mac OS Monterey,,,MLXW3HN/A,Force Touch Trackpad,30 W USB-C Power Adapter,"₹81,949",Apple,,M2,Apple M2 Chip,8 GB,,Unified Memory,,,,,,,,Yes,256 GB,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",2560 x 1664 Pixel,34.54 cm (13.6 Inch),"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",,MacBook AIR,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,Onsite,1 Year Limited Warra­nty,1080p FaceTime HD camera,1.24 Kg,802.11ax Wi-Fi 6 wireless networking,
,,,,,v5.2,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,,,,,Max Frequency up to 4.50 GHz,Steel Gray,,Manufacturing Defects,,,321.7 x 206.6 x 19.4 mm,Not Available,,,,,,,,,,Intel Integrated UHD,,,,,,Yes,,84-key Acer keyboard layout with US language: Additional feature.,,,No,,,A324-53,A324-53,,,Physical Damage,,,Windows 11 Home,,,UN.34RSI.002,,,"₹31,990",Intel,13th Gen,Core i3,1305U,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),Full HD,,Aspire 3,,,Two built-in stereo speakers,SSD,,Everyday Use,,,,No,Thin and Light Laptop,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",,Carry-in,1 Year Carry-in Warranty,Video conferencing: 2M With Privacy Camera Shutter,1.45 Kg,WIFI 6,
,,,,,v5.2,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,,,,,Max Frequency up to 4.50 GHz,Steel Gray,,Manufacturing Defects,,,321.7 x 206.6 x 19.4 mm,Not Available,,,,,,,,,,Intel Integrated UHD,,,,,,Yes,,84-key Acer keyboard layout with US language: Additional feature.,,,No,,,A324-53,A324-53,,,Physical Damage,,,Windows 11 Home,,,UN.34RSI.002,,,"₹31,990",Intel,13th Gen,Core i3,1305U,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),Full HD,,Aspire 3,,,Two built-in stereo speakers,SSD,,Everyday Use,,,,No,Thin and Light Laptop,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",,Carry-in,1 Year Carry-in Warranty,Video conferencing: 2M With Privacy Camera Shutter,1.45 Kg,WIFI 6,
Windows 11 Pro,,No,3HR,3 Cell,v5.1,HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,250 Nits,12MB,,11500,3.1GHZ,Silver,Silver,All issue expect of physical Damage,,,30*25*3,Not Available,,12 Months,,YES,,1 TB,,No,,Intel Integrated,,1 x HDMI 1.4b,,No,MS OFFICE,Yes,,,,,No,,Yes,250G9 12th gen,250G8,1,No,Physical Damage,4,64 bit,Windows 11 Pro,,,8H5D4PA#ACJ,,,"₹34,490",Intel,12th Gen,Core i3,12 gen,16 GB,3200 MHz,DDR4,Yes,,,,,75 Hz,,Yes,512 GB,"Main Laptop, Adapter",1366X768 pixel,39.62 cm (15.6 inch),LED,,G8,,,YES,SSD,,"Performance, Travel & Business, Everyday Use",Windows,,,No,Business Laptop,2,No,Onsite,1 year Onsite Warrenty,,1.75 kg,,
,,Yes,,Integrated 84Wh,v5.3,Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,,,,,Max Turbo up to 5.1GHz,Arctic Grey,,Manufacturing Defects,,,312 x 221 x 15.99 mm,Not Available,,,,,,,,No,,Intel Integrated Arc Graphics,,1 x HDMI 2.1,,,,Yes,,"Backlit, English",,,Yes,,,14IMH9,14IMH9,,,Physical Damage,,,Windows 11 Home,,,83D2001GIN,,Integrated 84Wh,"₹1,05,990",Intel,,Core Ultra 9,185H,32 GB,,LPDDR5X,,,,,,,,Yes,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",2880 x 1800 Pixel,35.56 cm (14 Inch),"2.8K, OLED, 400nits Glossy, 100% DCI-P3, 120Hz, Eyesafe, DisplayHDR True Black 500",,IdeaPad Pro 5 2.8K OLED AI PC,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 1 x USB-C (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.0 and DisplayPort 1.4, 1 x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 1.4",,"please call the Lenovo Customer Support - 
Tablets : 1800-208-7555 / Idea/Yoga/Legion : 1800 -419 -7555 / Commercial/Think : 1800-419-4666 / Whatsapp Chat -Legion/Yoga/IdeaPad &Tablets :+91 80 67916666 Think Series :+91 80 67916677",1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",1.46 Kg,"Wi-Fi 6E, 11ax 2x2",
52.6 Watt Hour Lithium polymer Battery,,Yes,Upto 18 Hours,,v5.0,Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,,,,,,Starlight,,Manufacturing Defects,,,304.1 x 215.0 x 11.3 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",Three-mic Array with Directional Beamforming,,Backlit Magic Keyboard,,,No,,Yes,MacBook Air,MLY13HN/A,,,Physical Damage,8,,Mac OS Monterey,,,MLY13HN/A,Force Touch Trackpad,30 W USB-C Power Adapter,"₹81,949",Apple,,M2,Apple M2 Chip,8 GB,,Unified Memory,,,,,,,,Yes,256 GB,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",2560 x 1664 Pixel,34.54 cm (13.6 Inch),"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",,MacBook AIR,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,Onsite,1 Year Limited Warranty,1080p FaceTime HD camera,1.24 kg,802.11ax Wi-Fi 6 wireless networking,
,,Yes,,2 cell,v5.2,Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,,,,,Max turbo frequency at 4.4 Ghz,Steel Gray,,Manufacturing Defects,,,321.7 x 206.6 x 19.4 mm,Not Available,,,,,,,No,No,,Intel Integrated Intel Graphics,,1x HDMI Port,,,,Yes,,84-key Acer backlit keyboard layout with US language,,,No,,,A324-51,A324-51,,,Physical Damage,,64 bit,Windows 11 Home,,,UN.343SI.003,Touchpad,65 W,"₹44,990",Intel,12th Gen,Core i5,1235U,16 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",,Aspire 3 Backlit,,,Two built-in stereo speakers,SSD,,Everyday Use,,,,No,Thin and Light Laptop,,,Onsite,1 Year Domestic Warranty,2M With Privacy Camera Shutter,1.45 Kg,WIFI 6,
52.6 Watt Hour Lithium polymer Battery,,Yes,Upto 18 Hours,,v5.0,Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,,,,,,Starlight,,Manufacturing Defects,,,304.1 x 215.0 x 11.3 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",Three-mic Array with Directional Beamforming,,Backlit Magic Keyboard,,,No,,Yes,MacBook Air,MLY13HN/A,,,Physical Damage,8,,Mac OS Monterey,,,MLY13HN/A,Force Touch Trackpad,30 W USB-C Power Adapter,"₹81,949",Apple,,M2,Apple M2 Chip,8 GB,,Unified Memory,,,,,,,,Yes,256 GB,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",2560 x 1664 Pixel,34.54 cm (13.6 Inch),"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",,MacBook AIR,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,Onsite,1 Year Limited Warranty,1080p FaceTime HD camera,1.24 kg,802.11ax Wi-Fi 6 wireless networking,
52.6 Watt Hour Lithium polymer Battery,,Yes,Upto 18 Hours,,v5.0,Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,,,,,,Starlight,,Manufacturing Defects,,,304.1 x 215.0 x 11.3 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",Three-mic Array with Directional Beamforming,,Backlit Magic Keyboard,,,No,,Yes,MacBook Air,MLY13HN/A,,,Physical Damage,8,,Mac OS Monterey,,,MLY13HN/A,Force Touch Trackpad,30 W USB-C Power Adapter,"₹81,949",Apple,,M2,Apple M2 Chip,8 GB,,Unified Memory,,,,,,,,Yes,256 GB,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",2560 x 1664 Pixel,34.54 cm (13.6 Inch),"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",,MacBook AIR,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,Onsite,1 Year Limited Warranty,1080p FaceTime HD camera,1.24 kg,802.11ax Wi-Fi 6 wireless networking,
,,,,,Yes,GIGABYTE G Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,,,,,Max turbo frequency at 4.7 Ghz,Black,,Manufacturing Defect,6 GB,GDDR6,360 x 238 x 22.7 mm,Not Available,,,,,,,,,,NVIDIA GeForce RTX 4050,,,,,,,,Multi languages 15 color illuminated full size keyboard with numeric pad,,,No,,,G5 MF5-52IN353SH,G5 MF5-52IN353SH,,,Any physical damage and accessories,,,Windows 11 Home,,,G5 MF5-52IN353SH,,,"₹72,990",Intel,13th Gen,Core i5,13500H,16 GB,,DDR5,,,,,,,,Yes,512 GB,"Laptop, Quick Start Guide, Warranty Card, Power Cord, Power Adapter",1920 x 1080 Pixel,39.62 cm (15.6 inch),"Full HD, LCD",,G Series,,,,SSD,,Gaming,,,,No,Gaming Laptop,,,Carry-in,2 Year Carry-in Warranty,,2.08 Kg,,
,,,,,v5.1,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,,,,,0.9 GHz upto Max Turbo Frequency 4.4 GHz,Arctic Grey,,Manufacturing Defects,,,324.2 x 215.7 x 19.9 mm,Not Available,,,,,,,,,,Intel Integrated UHD,,1 x HDMI 1.4b,,,,Yes,,"Backlit, English",,,Yes,,,14IAU7,14IAU7,,,Physical Damage,,,Windows 11 Home,,,82RJ00FFIN,,65 W,"₹39,490",Intel,12th Gen,Core i3,1215U,16 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),"Full HD, TN 250nits Anti-glare",,IdeaPad 3,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",,Carry-in,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,HD 720p with Privacy Shutter,1.43 Kg,11ac 2x2,
41 WH Li-ion Battery,,No,Upto 5 hours,3,v5.0,HP 250R G9 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 42V68PA Thin and Light Lap...,,6 MB,,,"3.0 GHz base frequency, upto 4.1 GHz with Intel®Turbo Boost Technology",Black,,Manufacturing Defects,,,35.8 x 24.2 x 1.99 cm,Not Available,,1 Year,,,,,,No,,Intel Integrated UHD,,1,NVMe™SSD,,"HP Support Assistant, Native Miracast Support, HP AudioSwitch, HP Documentation, HP Setup Integrated, OOBE, HP SSRM, HP Jumpstart, McAfee LiveSafe (30 Day Trial), Xerox DocuShare (30 Day Trial)",Integrated Digital Microphone,,Full-size keyboard with numeric keypad,,,No,1,Yes,250,42V68PA,"3-in-1 Media Reader (SD, SDHC, SDXC)",,Physical Damage,2,64 bit,Windows 11 Home,,,42V68PA#ACJ,Multi-touch Touchpad,65W AC Adapter,"₹31,499",Intel,13th Gen,Core i3,1315U,8 GB,2666 MHz,DDR4,,Yes,,Not Available,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1366 x 768 pixel,39.62 cm (15.6 inch),"15.6""diagonal, HD(1366 x 768),narrow bezel, anti-glare, 250 nits, 45%NTSC",TPM 2.0,250R G9,,Stereo speakers,Built-in Speakers,SSD,,Processing & Multitasking,,64 bit,,No,Thin and Light Laptop,2 Super Speed USB Type-A 5Gbps signaling rate; 1 SuperSpeed USB Type-C® 5Gbps signaling rate,,Onsite,1 Year Onsite Warranty,720p HD Webcam,1.74 kg,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),
"US MIL-STD 810H Military Grade Standard, 75WHrs, 4S1P",McAfee 1 Year,,,4 Cell,v5.3,"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 9 185H - (16 GB/1 TB SSD/W...",,24 MB,,,"Base Frequency 2.3 GHz, Max Turbo Boost Upto 5.1 GHz",Mist Blue,,Manufacturing Damage,,,353.6 x 246.9 x 13.9 mm,Not Available,,1 Year,,,,,,,,Intel Integrated Arc,,1 x HDMI 2.1 TMDS,M.2 NVMe PCIe 4.0,,Microsoft Office Home & Student 2021,Built-in Array Microphone,,Backlit Chiclet Keyboard 1-Zone RGB with Num key and Copilot Key,,,Yes,,Yes,S5506MA-MA951WS,S5506MA-MA951WS,MicroSD Card Reader,,Physical Damage,16,,Windows 11 Home,,,90NB14E2-M001F0,Precision Touchpad,90W AC Adapter,"₹1,19,990",Intel,,Core Ultra 9,185H,16 GB,,LPDDR5X,,,,,,,,Yes,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",2880 x 1620 Pixels,39.62 cm (15.6 Inch),"3K, OLED, 16:9 Aspect Ratio, 120Hz Refresh Rate, Brightness: 400 Nits, Peak Brightness: 600 Nits HDR, 100% DCI-P3 Color Gamut, Gamut Mapping, Contrast Ratio: 1,000,000:1, VESA Certified Display HDR True Black 500, 1.07 Billion Colors, Glossy Display, 70% Less Harmful Blue Light, TUV Rheinland Certified, Screen-to-Body Ratio: 83%","BIOS Setup User Password, Trusted Platform Module (Firmware TPM)","Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC",,,Built-in speaker,SSD,,Processing & Multitasking,Window 11,,,No,Thin and Light Laptop,"2 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports Display / Power Delivery",,Onsite,1 Year Onsite Warranty,Full HD Camera with IR Function to Support Windows Hello with Privacy Shutter,1.50 kg,Wi-Fi 6E (802.11ax) (Dual Band) 2 x 2,
,,Yes,Upto 7.5 Hours,4 Cell Lithium Ion Battery,v5.3,SAMSUNG Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP960X...,,24 MB,,Intel Core Ultra 5,Upto 4.5GHz,Moonstone Gray,,Manufacturer Defect Only,,,355.4 x 12.5 x 250.4mm,Not Available,,1 Year,,,Upto 32 GB,,No,Yes,,Intel Integrated Arc,,1 x HDMI,HDMI,,MS Office Home and Student 2021,Internal Digital Array MIC,,QWERTY,No,,Yes,,Yes,NP960XGK-KG1IN / NP960XGK-LG1IN,NP960XGK-KG1IN / NP960XGK-LG1IN,Yes,,Physical Damage,14,64 bit,Windows 11 Home,,,NP960XGK-KG1IN / NP960XGK-LG1IN,Touchpad with Multi Finger Gesture,65W AC Adapter,"₹1,26,990",Intel,,Core Ultra 5,125H,16 GB,7467 MHz,LPDDR5X,No,No,,,,,,Yes,512 GB,"1 Notebook, 1 65W Charger, 1 Data Cable(USB-C to C, 1.8m), 1 Quick Start Guide",2880 x 1800 Pixel,40.64 cm (16 inch),WQXGA+ Dynamic AMOLED 2X Display,Trusted Platform Module (TPM),Galaxy Book4 Pro Evo AI PC,Realtek High Definition Audio,Dolby Atmos and AKG Quad Speakers,"HD Audio Codec, Dolby Atmos, Realtek High Definition Audio, Discrete Stereo Speakers, AKG Quad Speakers",SSD,No,"Everyday Use, Entertainment, Performance, Processing & Multitasking",Windows 11 Home,64 bit,,Yes,Thin and Light Laptop,"2 x TBT4, 1 x USB Type A",No,Onsite,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,2 Megapixel,1.56 kg,802.11a/b/g/n/ac/ax,
,McAfee,Yes,Upto 7 hours,"3-Cell Battery, 41WHr",v5.2,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...",,12 MB,,,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 5.0 GHz",Platinum Silver,,Manufacturing Defects,,,358 x 235 x 21.0 mm,Not Available,No,1 Year,,Available,16 GB,,,No,No,Intel Integrated Integrated,,1 x HDMI 1.4,M.2 SATA,,,Yes,,Backlit Keyboard,No,Kensington Lock Port,Yes,2,Yes,Inspiron 3520,New Inspiron 15 Laptop,NA,,Accidental Damage,10,64 bit,Windows 11 Home,,,D560866WIN9S|D560885WIN9S,,,"₹51,990",Intel,12th Gen,Core i5,1235U,8 GB,2666 MHz,DDR4,No,No,,NA,,,,Yes,512 GB,"Laptop, Battery, Adapter, Cables, User Manuals",1920 x 1080 Pixels,39.62 cm (15.6 Inch),"Full HD, WVA AG 120Hz 250 nits Narrow Border",,"Inspiron 15 with Backlit Keyboard,",,Waves Maxx Audio Pro,Yes,SSD,,Processing & Multitasking,Windows 11 Home,64 bit,,No,Thin and Light Laptop,"2 x USB 3.2 Gen 1 Port, 1 x USB 2.0 Port",No,Onsite,1 Year Onsite Hardware Service,HD,1.65 Kg,Intel Wi-Fi 6 2x2 (Gig+),
,McAfee,No,,"3 Cell Battery, 41WHr",Bluetooth,DELL MSO'2024 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and ...,,10 MB,,,Upto 4.50 GHz,Platinum Silver,,Manufacturing Defects,,,358 x 235 x 16.9 mm,Not Available,No,1 Year,,Available,16 GB,,,No,No,Intel Integrated Intel Graphics,,1 x HDMI 1.4,,,Microsoft Office Home & Student 2024,Yes,,Standard Keyboard,No,NA,Yes,,Yes,Inspiron 3530,Inspiron 3530,1 x SD 3.0 Card Slot,,Accidental Damage,,64 bit,Windows 11 Home,,,OIN353010051RINS1MO,Keyboard,,"₹38,490",Intel,13th Gen,Core i3,1305U,8 GB,2666 MHz,DDR4,No,Yes,,NA,,,,Yes,512 GB,"???Laptop, Battery, AC Adapter, User Guide, Manuals",1920 x 1080 Pixels,39.62 cm (15.6 inch),"Full HD, WVA AG, 120Hz Refresh Rate, 250 nits Narrow Border",,MSO'2024,,Waves Maxx Audio,Yes,SSD,,Processing & Multitasking,Windows 11 Home,64 bit,,No,Thin and Light Laptop,"1 x USB 2.0 Port, 1 x USB 3.2 Gen 1 Port, 1 x USB 3.2 Gen 1 Type C (Data Only), 1 x Headset Jack",No,Onsite,1 Year Onsite Hardware Service,HD,1.62 kg,"Realtek Wi-Fi 6 RTL8852BE, 2 x 2, 802.11 ax, MU-MIMO, Bluetooth Wireless Card",
49.9 WHr Li-polymer Battery,,,Upto 15 Hours,,v5.0,Apple 2020 Macbook Air Apple M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/A,,,,,,Silver,,Manufacturing Defects,,,30.41 cm x 1.61 cm x 21.24 cm,Not Available,,1 Year,,,Upto 16 GB,,,,,NA,,,,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",Three-mic Array with Directional Beamforming,,Backlit Magic Keyboard,,,No,,Yes,,MGN93HN/A,,,Physical Damage,8,,Mac OS Big Sur,,,MGN93HN/A,Force Touch Trackpad,30 W AC Adapter,"₹99,900",Apple,,M1,Apple M1 Chip,8 GB,,DDR4,,,,,,,,Yes,256 GB,"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",2560 x 1600 Pixel,33.78 cm (13.3 inch),"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",,2020 Macbook Air,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,Contact : Ph : (+91)8040455150 / Mail : bangalore_admin@apple.com,1 Year Limited Warra­nty,720p FaceTime HD Webcam,1.29 kg,IEEE 802.11ax (Wi-Fi 6),
52.6 Watt Hour Lithium polymer Battery,,Yes,Upto 18 Hours,,v5.0,Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,,,,,,Space Grey,,Manufacturing Defects,,,304.1 x 215.0 x 11.3 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",Three-mic array with directional beamforming,,Backlit Magic Keyboard,,,No,,Yes,MacBook Air,MLXW3HN/A,,,Physical Damage,8,,Mac OS Monterey,,,MLXW3HN/A,Force Touch Trackpad,30 W USB-C Power Adapter,"₹81,949",Apple,,M2,Apple M2 Chip,8 GB,,Unified Memory,,,,,,,,Yes,256 GB,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",2560 x 1664 Pixel,34.54 cm (13.6 Inch),"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",,MacBook AIR,,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,Onsite,1 Year Limited Warra­nty,1080p FaceTime HD camera,1.24 Kg,802.11ax Wi-Fi 6 wireless networking,
